S/N,Date,Branch,Pizza Sold,Price,Quantity,Time,Time Range,,
4041,12/14/2015,Lekki,Chicken Feast,2000,2,9:27:12 AM,After 9:00am,,
4042,12/15/2015,Lekki,Meatzaa,2000,3,9:27:13 AM,After 9:00am,,
4043,12/8/2015,Gbagada,Chicken Suya,4000,1,9:27:13 AM,After 9:00am,,
4044,12/14/2015,Gbagada,Chicken Feast,2000,3,9:27:13 AM,After 9:00am,,
4045,12/10/2015,Ikoyi,Pepperoni Suya,3000,4,9:27:14 AM,After 9:00am,,
4046,12/11/2015,Lekki,Pepperoni Suya,3000,3,9:27:14 AM,After 9:00am,,
4047,12/10/2015,Surulere,Pepperoni Feast,4000,1,9:27:15 AM,After 9:00am,,
4048,12/12/2015,Lekki,Hot Pepperoni Feast,4000,3,9:27:15 AM,After 9:00am,,
4049,12/7/2015,Ibadan,Pepperoni Suya,3000,2,9:27:15 AM,After 9:00am,,
4050,12/4/2015,Gbagada,BBQ Philly Steak,4000,1,9:27:15 AM,After 9:00am,,
4051,12/12/2015,Gbagada,Chicken Bali,2000,2,9:27:16 AM,After 9:00am,,
4052,12/5/2015,Ikoyi,Meatzaa,2000,2,9:27:17 AM,After 9:00am,,
4053,12/10/2015,Gbagada,Pepperoni Suya,3000,3,9:27:17 AM,After 9:00am,,
4054,12/14/2015,Surulere,Chicken Bali,2000,5,9:27:18 AM,After 9:00am,,
4055,12/11/2015,Surulere,Chicken Bali,2000,3,9:27:18 AM,After 9:00am,,
4056,12/3/2015,Lekki,Extravaganza,2000,3,9:27:20 AM,After 9:00am,,
4057,12/15/2015,Surulere,Hot Veggie,4000,4,9:27:20 AM,After 9:00am,,
4058,12/7/2015,Surulere,Meatzaa,2000,4,9:27:21 AM,After 9:00am,,
4059,12/4/2015,Ikoyi,Chicken Feast,2000,2,9:27:22 AM,After 9:00am,,
4060,12/3/2015,Lekki,BBQ Chicken,4000,4,9:27:23 AM,After 9:00am,,
4061,12/3/2015,Gbagada,Hot Veggie,4000,5,9:27:23 AM,After 9:00am,,
4062,12/3/2015,Ikoyi,Pepperoni Feast,4000,1,9:27:23 AM,After 9:00am,,
4063,12/7/2015,Surulere,Italiano,3000,1,9:27:24 AM,After 9:00am,,
4064,12/9/2015,Lekki,Chicken Bali,2000,4,9:27:24 AM,After 9:00am,,
4065,12/4/2015,Surulere,Beef Suya,3000,3,9:27:24 AM,After 9:00am,,
4066,12/15/2015,Lekki,Pepperoni Suya,3000,1,9:27:25 AM,After 9:00am,,
4067,12/7/2015,Ikoyi,Pepperoni Feast,4000,5,9:27:25 AM,After 9:00am,,
4068,12/3/2015,Lekki,Veggie Supreme,3000,4,9:27:26 AM,After 9:00am,,
4069,12/4/2015,Ikoyi,Chicken Feast,2000,4,9:27:29 AM,After 9:00am,,
4070,12/11/2015,Ikoyi,BBQ Philly Steak,4000,3,9:27:30 AM,After 9:00am,,
4071,12/14/2015,Surulere,Chicken Bali,2000,1,9:27:30 AM,After 9:00am,,
4072,12/7/2015,Lekki,Hot Veggie,4000,2,9:27:31 AM,After 9:00am,,
4073,12/4/2015,Gbagada,Chicken Suya,4000,5,9:27:31 AM,After 9:00am,,
4074,12/3/2015,Gbagada,BBQ Chicken,4000,5,9:27:32 AM,After 9:00am,,
4075,12/9/2015,Gbagada,Veggie Supreme,3000,3,9:27:33 AM,After 9:00am,,
4076,12/7/2015,Gbagada,BBQ Chicken,4000,1,9:27:34 AM,After 9:00am,,
4077,12/15/2015,Ikoyi,Meatzaa,2000,3,9:27:34 AM,After 9:00am,,
4078,12/14/2015,Surulere,Beef Suya,3000,3,9:27:35 AM,After 9:00am,,
4079,12/15/2015,Ikoyi,Chicken Legend,2000,2,9:27:36 AM,After 9:00am,,
4080,12/11/2015,Ibadan,Italiano,3000,1,9:27:36 AM,After 9:00am,,
4081,12/11/2015,Surulere,Meatzaa,2000,2,9:27:38 AM,After 9:00am,,
4082,12/9/2015,Gbagada,Italiano,3000,4,9:27:38 AM,After 9:00am,,
4083,12/10/2015,Ikoyi,Hot Veggie,4000,3,9:27:39 AM,After 9:00am,,
4084,12/11/2015,Ibadan,Pepperoni Feast,4000,3,9:27:44 AM,After 9:00am,,
4085,12/9/2015,Gbagada,Italiano,3000,1,9:27:45 AM,After 9:00am,,
4086,12/12/2015,Ikoyi,Chicken Feast,2000,4,9:27:46 AM,After 9:00am,,
4087,12/3/2015,Ikoyi,Hot Pepperoni Feast,4000,5,9:27:47 AM,After 9:00am,,
4088,12/11/2015,Ibadan,BBQ Chicken,4000,2,9:27:47 AM,After 9:00am,,
4089,12/11/2015,Ibadan,Margarita,4000,2,9:27:48 AM,After 9:00am,,
4090,12/15/2015,Ikoyi,BBQ Philly Steak,4000,5,9:27:48 AM,After 9:00am,,
4091,12/15/2015,Surulere,Hot Veggie,4000,2,9:27:49 AM,After 9:00am,,
4092,12/12/2015,Ibadan,Beef Suya,3000,1,9:27:51 AM,After 9:00am,,
4093,12/12/2015,Ibadan,Beef Suya,3000,2,9:27:51 AM,After 9:00am,,
4094,12/9/2015,Gbagada,Extravaganza,2000,1,9:27:53 AM,After 9:00am,,
4095,12/15/2015,Gbagada,Beef Suya,3000,2,9:27:55 AM,After 9:00am,,
4096,12/6/2015,Ikoyi,Chicken Bali,2000,2,9:27:55 AM,After 9:00am,,
4097,12/7/2015,Gbagada,Veggie Supreme,3000,5,9:27:58 AM,After 9:00am,,
4098,12/5/2015,Lekki,Chicken Bali,2000,1,9:27:59 AM,After 9:00am,,
4099,12/10/2015,Surulere,Chicken Feast,2000,3,9:28:01 AM,After 9:00am,,
4100,12/12/2015,Ikoyi,Pepperoni Feast,4000,3,9:28:01 AM,After 9:00am,,
4101,12/6/2015,Gbagada,Pepperoni Feast,4000,2,9:28:01 AM,After 9:00am,,
4102,12/6/2015,Surulere,Italiano,3000,3,9:28:01 AM,After 9:00am,,
4103,12/5/2015,Gbagada,BBQ Chicken,4000,5,9:28:03 AM,After 9:00am,,
4104,12/8/2015,Surulere,Pepperoni Suya,3000,4,9:28:03 AM,After 9:00am,,
4105,12/3/2015,Surulere,BBQ Philly Steak,4000,4,9:28:04 AM,After 9:00am,,
4106,12/7/2015,Lekki,Meatzaa,2000,2,9:28:05 AM,After 9:00am,,
4107,12/8/2015,Gbagada,Hot Pepperoni Feast,4000,5,9:28:08 AM,After 9:00am,,
4108,12/6/2015,Ikoyi,Chicken Feast,2000,1,9:28:10 AM,After 9:00am,,
4109,12/15/2015,Ikoyi,BBQ Chicken,4000,1,9:28:10 AM,After 9:00am,,
4110,12/5/2015,Gbagada,Pepperoni Suya,3000,5,9:28:11 AM,After 9:00am,,
4111,12/9/2015,Ibadan,Italiano,3000,3,9:28:11 AM,After 9:00am,,
4112,12/12/2015,Lekki,Meatzaa,2000,3,9:28:12 AM,After 9:00am,,
4113,12/10/2015,Gbagada,Pepperoni Suya,3000,3,9:28:13 AM,After 9:00am,,
4114,12/7/2015,Ibadan,Veggie Supreme,3000,5,9:28:13 AM,After 9:00am,,
4115,12/6/2015,Gbagada,Pepperoni Suya,3000,4,9:28:13 AM,After 9:00am,,
4116,12/11/2015,Surulere,Beef Suya,3000,5,9:28:16 AM,After 9:00am,,
4117,12/12/2015,Gbagada,Margarita,4000,5,9:28:17 AM,After 9:00am,,
4118,12/5/2015,Ikoyi,Chicken Feast,2000,3,9:28:17 AM,After 9:00am,,
4119,12/8/2015,Lekki,Meatzaa,2000,5,9:28:19 AM,After 9:00am,,
4120,12/14/2015,Gbagada,BBQ Philly Steak,4000,5,9:28:20 AM,After 9:00am,,
4121,12/4/2015,Gbagada,Extravaganza,2000,3,9:28:21 AM,After 9:00am,,
4122,12/4/2015,Surulere,Hot Veggie,4000,4,9:28:23 AM,After 9:00am,,
4123,12/15/2015,Surulere,Pepperoni Suya,3000,1,9:28:25 AM,After 9:00am,,
4124,12/11/2015,Surulere,Chicken Bali,2000,2,9:28:25 AM,After 9:00am,,
4125,12/14/2015,Gbagada,Meatzaa,2000,5,9:28:26 AM,After 9:00am,,
4126,12/8/2015,Gbagada,Chicken Feast,2000,3,9:28:26 AM,After 9:00am,,
4127,12/15/2015,Gbagada,Chicken Legend,2000,1,9:28:27 AM,After 9:00am,,
4128,12/9/2015,Ikoyi,BBQ Philly Steak,4000,5,9:28:28 AM,After 9:00am,,
4129,12/15/2015,Ibadan,Chicken Legend,2000,4,9:28:28 AM,After 9:00am,,
4130,12/13/2015,Ikoyi,Chicken Legend,2000,2,9:28:29 AM,After 9:00am,,
4131,12/11/2015,Surulere,Margarita,4000,2,9:28:32 AM,After 9:00am,,
4132,12/6/2015,Gbagada,BBQ Philly Steak,4000,3,9:28:32 AM,After 9:00am,,
4133,12/12/2015,Ikoyi,Margarita,4000,1,9:28:33 AM,After 9:00am,,
4134,12/4/2015,Ibadan,Italiano,3000,2,9:28:34 AM,After 9:00am,,
4135,12/8/2015,Ibadan,Hot Pepperoni Feast,4000,4,9:28:34 AM,After 9:00am,,
4136,12/12/2015,Lekki,Pepperoni Suya,3000,1,9:28:35 AM,After 9:00am,,
4137,12/6/2015,Ibadan,Pepperoni Suya,3000,5,9:28:35 AM,After 9:00am,,
4138,12/9/2015,Gbagada,Pepperoni Suya,3000,4,9:28:36 AM,After 9:00am,,
4139,12/8/2015,Ikoyi,Pepperoni Suya,3000,5,9:28:37 AM,After 9:00am,,
4140,12/6/2015,Gbagada,BBQ Philly Steak,4000,3,9:28:39 AM,After 9:00am,,
4141,12/14/2015,Ikoyi,Chicken Bali,2000,5,9:28:39 AM,After 9:00am,,
4142,12/13/2015,Ibadan,Beef Suya,3000,4,9:28:41 AM,After 9:00am,,
4143,12/10/2015,Surulere,Veggie Supreme,3000,3,9:28:41 AM,After 9:00am,,
4144,12/9/2015,Gbagada,Pepperoni Feast,4000,3,9:28:42 AM,After 9:00am,,
4145,12/13/2015,Ikoyi,Chicken Bali,2000,2,9:28:43 AM,After 9:00am,,
4146,12/7/2015,Gbagada,Pepperoni Feast,4000,2,9:28:44 AM,After 9:00am,,
4147,12/7/2015,Ikoyi,Pepperoni Feast,4000,1,9:28:45 AM,After 9:00am,,
4148,12/15/2015,Gbagada,Italiano,3000,3,9:28:45 AM,After 9:00am,,
4149,12/4/2015,Surulere,Chicken Bali,2000,1,9:28:46 AM,After 9:00am,,
4150,12/6/2015,Surulere,Margarita,4000,3,9:28:46 AM,After 9:00am,,
4151,12/4/2015,Gbagada,Hot Veggie,4000,3,9:28:50 AM,After 9:00am,,
4152,12/11/2015,Ikoyi,Italiano,3000,3,9:28:53 AM,After 9:00am,,
4153,12/13/2015,Surulere,Chicken Bali,2000,2,9:28:53 AM,After 9:00am,,
4154,12/10/2015,Ibadan,Pepperoni Feast,4000,5,9:28:54 AM,After 9:00am,,
4155,12/11/2015,Surulere,Italiano,3000,1,9:28:54 AM,After 9:00am,,
4156,12/8/2015,Surulere,Pepperoni Suya,3000,1,9:28:54 AM,After 9:00am,,
4157,12/6/2015,Lekki,BBQ Chicken,4000,3,9:28:56 AM,After 9:00am,,
4158,12/15/2015,Gbagada,Hot Pepperoni Feast,4000,3,9:29:00 AM,After 9:00am,,
4159,12/14/2015,Surulere,BBQ Chicken,4000,4,9:29:00 AM,After 9:00am,,
4160,12/9/2015,Ikoyi,Hot Pepperoni Feast,4000,2,9:29:03 AM,After 9:00am,,
4161,12/5/2015,Surulere,Chicken Bali,2000,5,9:29:05 AM,After 9:00am,,
4162,12/11/2015,Ikoyi,Pepperoni Suya,3000,3,9:29:06 AM,After 9:00am,,
4163,12/10/2015,Ikoyi,Hot Pepperoni Feast,4000,5,9:29:07 AM,After 9:00am,,
4164,12/8/2015,Gbagada,Chicken Suya,4000,5,9:29:10 AM,After 9:00am,,
4165,12/14/2015,Ikoyi,Chicken Bali,2000,3,9:29:11 AM,After 9:00am,,
4166,12/14/2015,Surulere,Pepperoni Feast,4000,1,9:29:12 AM,After 9:00am,,
4167,12/11/2015,Lekki,Margarita,4000,4,9:29:13 AM,After 9:00am,,
4168,12/8/2015,Lekki,Chicken Suya,4000,3,9:29:13 AM,After 9:00am,,
4169,12/4/2015,Gbagada,Chicken Legend,2000,2,9:29:14 AM,After 9:00am,,
4170,12/3/2015,Gbagada,Hot Pepperoni Feast,4000,2,9:29:15 AM,After 9:00am,,
4171,12/6/2015,Lekki,Veggie Supreme,3000,5,9:29:17 AM,After 9:00am,,
4172,12/11/2015,Surulere,Chicken Feast,2000,1,9:29:18 AM,After 9:00am,,
4173,12/6/2015,Surulere,Pepperoni Suya,3000,4,9:29:18 AM,After 9:00am,,
4174,12/10/2015,Lekki,Pepperoni Feast,4000,5,9:29:21 AM,After 9:00am,,
4175,12/4/2015,Ikoyi,BBQ Chicken,4000,4,9:29:22 AM,After 9:00am,,
4176,12/6/2015,Ibadan,Chicken Feast,2000,4,9:29:26 AM,After 9:00am,,
4177,12/15/2015,Lekki,Meatzaa,2000,1,9:29:27 AM,After 9:00am,,
4178,12/13/2015,Gbagada,Italiano,3000,5,9:29:29 AM,After 9:00am,,
4179,12/12/2015,Gbagada,BBQ Philly Steak,4000,4,9:29:30 AM,After 9:00am,,
4180,12/10/2015,Ikoyi,Beef Suya,3000,5,9:29:31 AM,After 9:00am,,
4181,12/15/2015,Surulere,Veggie Supreme,3000,2,9:29:33 AM,After 9:00am,,
4182,12/9/2015,Ibadan,Chicken Bali,2000,1,9:29:33 AM,After 9:00am,,
4183,12/5/2015,Surulere,Chicken Legend,2000,3,9:29:34 AM,After 9:00am,,
4184,12/10/2015,Ibadan,Margarita,4000,1,9:29:34 AM,After 9:00am,,
4185,12/8/2015,Lekki,Extravaganza,2000,4,9:29:34 AM,After 9:00am,,
4186,12/14/2015,Surulere,Pepperoni Suya,3000,4,9:29:37 AM,After 9:00am,,
4187,12/5/2015,Lekki,Italiano,3000,2,9:29:39 AM,After 9:00am,,
4188,12/4/2015,Gbagada,Pepperoni Suya,3000,2,9:29:41 AM,After 9:00am,,
4189,12/9/2015,Ibadan,Chicken Bali,2000,1,9:29:41 AM,After 9:00am,,
4190,12/12/2015,Surulere,Chicken Bali,2000,5,9:29:42 AM,After 9:00am,,
4191,12/5/2015,Ikoyi,Italiano,3000,3,9:29:46 AM,After 9:00am,,
4192,12/12/2015,Lekki,Margarita,4000,4,9:29:47 AM,After 9:00am,,
4193,12/5/2015,Ikoyi,Chicken Legend,2000,2,9:29:49 AM,After 9:00am,,
4194,12/6/2015,Ibadan,Pepperoni Suya,3000,1,9:29:51 AM,After 9:00am,,
4195,12/10/2015,Ikoyi,Chicken Feast,2000,3,9:29:52 AM,After 9:00am,,
4196,12/9/2015,Ikoyi,BBQ Chicken,4000,1,9:29:52 AM,After 9:00am,,
4197,12/10/2015,Gbagada,Meatzaa,2000,5,9:29:53 AM,After 9:00am,,
4198,12/3/2015,Lekki,Hot Veggie,4000,1,9:29:54 AM,After 9:00am,,
4199,12/9/2015,Gbagada,BBQ Philly Steak,4000,2,9:29:54 AM,After 9:00am,,
4200,12/9/2015,Ibadan,Margarita,4000,3,9:29:54 AM,After 9:00am,,
4201,12/10/2015,Ikoyi,Hot Veggie,4000,1,9:29:54 AM,After 9:00am,,
4202,12/10/2015,Ikoyi,Extravaganza,2000,4,9:29:55 AM,After 9:00am,,
4203,12/6/2015,Gbagada,Veggie Supreme,3000,3,9:29:57 AM,After 9:00am,,
4204,12/3/2015,Ibadan,Hot Veggie,4000,1,9:29:58 AM,After 9:00am,,
4205,12/4/2015,Ibadan,Chicken Feast,2000,2,9:29:58 AM,After 9:00am,,
4206,12/11/2015,Ibadan,Veggie Supreme,3000,4,9:29:59 AM,After 9:00am,,
4207,12/10/2015,Lekki,Hot Veggie,4000,2,9:30:00 AM,After 9:00am,,
4208,12/8/2015,Ikoyi,Chicken Legend,2000,1,9:30:04 AM,After 9:00am,,
4209,12/10/2015,Ikoyi,Meatzaa,2000,4,9:30:05 AM,After 9:00am,,
4210,12/8/2015,Lekki,Beef Suya,3000,5,9:30:06 AM,After 9:00am,,
4211,12/13/2015,Lekki,Margarita,4000,3,9:30:07 AM,After 9:00am,,
4212,12/8/2015,Ibadan,Hot Pepperoni Feast,4000,5,9:30:09 AM,After 9:00am,,
4213,12/13/2015,Gbagada,Meatzaa,2000,1,9:30:09 AM,After 9:00am,,
4214,12/15/2015,Ikoyi,Margarita,4000,3,9:30:09 AM,After 9:00am,,
4215,12/15/2015,Lekki,Pepperoni Feast,4000,1,9:30:11 AM,After 9:00am,,
4216,12/12/2015,Lekki,Hot Veggie,4000,4,9:30:11 AM,After 9:00am,,
4217,12/12/2015,Gbagada,Chicken Bali,2000,4,9:30:12 AM,After 9:00am,,
4218,12/3/2015,Lekki,BBQ Chicken,4000,5,9:30:12 AM,After 9:00am,,
4219,12/13/2015,Lekki,Pepperoni Suya,3000,1,9:30:13 AM,After 9:00am,,
4220,12/11/2015,Gbagada,Beef Suya,3000,3,9:30:15 AM,After 9:00am,,
4221,12/6/2015,Ikoyi,BBQ Chicken,4000,4,9:30:15 AM,After 9:00am,,
4222,12/15/2015,Lekki,Extravaganza,2000,1,9:30:17 AM,After 9:00am,,
4223,12/9/2015,Gbagada,Margarita,4000,5,9:30:17 AM,After 9:00am,,
4224,12/15/2015,Surulere,Hot Veggie,4000,3,9:30:21 AM,After 9:00am,,
4225,12/14/2015,Surulere,Margarita,4000,2,9:30:21 AM,After 9:00am,,
4226,12/5/2015,Gbagada,Chicken Feast,2000,2,9:30:25 AM,After 9:00am,,
4227,12/4/2015,Lekki,Pepperoni Suya,3000,3,9:30:26 AM,After 9:00am,,
4228,12/3/2015,Gbagada,Beef Suya,3000,3,9:30:27 AM,After 9:00am,,
4229,12/3/2015,Ikoyi,Veggie Supreme,3000,2,9:30:28 AM,After 9:00am,,
4230,12/10/2015,Lekki,Chicken Bali,2000,4,9:30:29 AM,After 9:00am,,
4231,12/9/2015,Ibadan,Meatzaa,2000,3,9:30:31 AM,After 9:00am,,
4232,12/14/2015,Gbagada,Chicken Bali,2000,2,9:30:32 AM,After 9:00am,,
4233,12/7/2015,Surulere,Italiano,3000,1,9:30:34 AM,After 9:00am,,
4234,12/11/2015,Ikoyi,Pepperoni Feast,4000,2,9:30:34 AM,After 9:00am,,
4235,12/11/2015,Gbagada,Extravaganza,2000,5,9:30:34 AM,After 9:00am,,
4236,12/4/2015,Lekki,Beef Suya,3000,2,9:30:35 AM,After 9:00am,,
4237,12/4/2015,Ibadan,Chicken Legend,2000,2,9:30:37 AM,After 9:00am,,
4238,12/11/2015,Ikoyi,Margarita,4000,5,9:30:39 AM,After 9:00am,,
4239,12/3/2015,Ikoyi,Hot Veggie,4000,3,9:30:39 AM,After 9:00am,,
4240,12/12/2015,Ibadan,Pepperoni Suya,3000,4,9:30:40 AM,After 9:00am,,
4241,12/9/2015,Gbagada,Hot Veggie,4000,2,9:30:41 AM,After 9:00am,,
4242,12/10/2015,Lekki,Chicken Feast,2000,2,9:30:41 AM,After 9:00am,,
4243,12/15/2015,Ibadan,Pepperoni Feast,4000,4,9:30:42 AM,After 9:00am,,
4244,12/3/2015,Ibadan,Hot Pepperoni Feast,4000,3,9:30:43 AM,After 9:00am,,
4245,12/5/2015,Surulere,Extravaganza,2000,4,9:30:44 AM,After 9:00am,,
4246,12/8/2015,Lekki,Margarita,4000,4,9:30:46 AM,After 9:00am,,
4247,12/14/2015,Surulere,Extravaganza,2000,5,9:30:48 AM,After 9:00am,,
4248,12/7/2015,Surulere,Pepperoni Suya,3000,3,9:30:48 AM,After 9:00am,,
4249,12/15/2015,Ikoyi,Margarita,4000,5,9:30:49 AM,After 9:00am,,
4250,12/10/2015,Lekki,Veggie Supreme,3000,4,9:30:49 AM,After 9:00am,,
4251,12/9/2015,Lekki,Italiano,3000,2,9:30:51 AM,After 9:00am,,
4252,12/11/2015,Ikoyi,Pepperoni Suya,3000,2,9:30:52 AM,After 9:00am,,
4253,12/6/2015,Ikoyi,Pepperoni Suya,3000,5,9:30:52 AM,After 9:00am,,
4254,12/6/2015,Ibadan,Chicken Suya,4000,2,9:30:53 AM,After 9:00am,,
4255,12/14/2015,Ikoyi,Chicken Feast,2000,4,9:30:54 AM,After 9:00am,,
4256,12/13/2015,Surulere,Meatzaa,2000,2,9:30:54 AM,After 9:00am,,
4257,12/15/2015,Lekki,Pepperoni Suya,3000,4,9:30:56 AM,After 9:00am,,
4258,12/6/2015,Ibadan,Hot Veggie,4000,3,9:30:56 AM,After 9:00am,,
4259,12/4/2015,Gbagada,Chicken Legend,2000,2,9:30:57 AM,After 9:00am,,
4260,12/8/2015,Gbagada,Pepperoni Feast,4000,3,9:30:57 AM,After 9:00am,,
4261,12/6/2015,Ikoyi,Veggie Supreme,3000,3,9:30:57 AM,After 9:00am,,
4262,12/11/2015,Ikoyi,Hot Veggie,4000,4,9:30:58 AM,After 9:00am,,
4263,12/4/2015,Ikoyi,Chicken Legend,2000,5,9:30:58 AM,After 9:00am,,
4264,12/6/2015,Ibadan,Chicken Legend,2000,5,9:31:00 AM,After 9:00am,,
4265,12/5/2015,Ikoyi,Chicken Suya,4000,2,9:31:02 AM,After 9:00am,,
4266,12/13/2015,Gbagada,Chicken Bali,2000,4,9:31:03 AM,After 9:00am,,
4267,12/11/2015,Ibadan,Veggie Supreme,3000,1,9:31:04 AM,After 9:00am,,
4268,12/6/2015,Gbagada,Italiano,3000,5,9:31:04 AM,After 9:00am,,
4269,12/8/2015,Surulere,Chicken Suya,4000,1,9:31:04 AM,After 9:00am,,
4270,12/6/2015,Ikoyi,Hot Veggie,4000,5,9:31:06 AM,After 9:00am,,
4271,12/4/2015,Gbagada,Chicken Suya,4000,1,9:31:07 AM,After 9:00am,,
4272,12/12/2015,Surulere,Hot Pepperoni Feast,4000,2,9:31:08 AM,After 9:00am,,
4273,12/4/2015,Ikoyi,Hot Pepperoni Feast,4000,5,9:31:08 AM,After 9:00am,,
4274,12/3/2015,Surulere,BBQ Chicken,4000,4,9:31:09 AM,After 9:00am,,
4275,12/14/2015,Lekki,Hot Pepperoni Feast,4000,3,9:31:10 AM,After 9:00am,,
4276,12/11/2015,Lekki,Meatzaa,2000,2,9:31:10 AM,After 9:00am,,
4277,12/9/2015,Lekki,Meatzaa,2000,2,9:31:11 AM,After 9:00am,,
4278,12/6/2015,Gbagada,Pepperoni Suya,3000,3,9:31:11 AM,After 9:00am,,
4279,12/15/2015,Ikoyi,Hot Pepperoni Feast,4000,1,9:31:12 AM,After 9:00am,,
4280,12/7/2015,Surulere,Chicken Suya,4000,1,9:31:12 AM,After 9:00am,,
4281,12/7/2015,Lekki,BBQ Philly Steak,4000,4,9:31:15 AM,After 9:00am,,
4282,12/9/2015,Lekki,Chicken Bali,2000,3,9:31:15 AM,After 9:00am,,
4283,12/6/2015,Gbagada,BBQ Chicken,4000,4,9:31:17 AM,After 9:00am,,
4284,12/13/2015,Gbagada,Margarita,4000,4,9:31:17 AM,After 9:00am,,
4285,12/11/2015,Surulere,Hot Pepperoni Feast,4000,4,9:31:18 AM,After 9:00am,,
4286,12/7/2015,Gbagada,Beef Suya,3000,5,9:31:20 AM,After 9:00am,,
4287,12/3/2015,Gbagada,Chicken Suya,4000,5,9:31:20 AM,After 9:00am,,
4288,12/7/2015,Ikoyi,Pepperoni Suya,3000,3,9:31:21 AM,After 9:00am,,
4289,12/5/2015,Ibadan,Chicken Suya,4000,1,9:31:22 AM,After 9:00am,,
4290,12/7/2015,Lekki,Chicken Legend,2000,3,9:31:23 AM,After 9:00am,,
4291,12/11/2015,Ikoyi,Pepperoni Feast,4000,5,9:31:24 AM,After 9:00am,,
4292,12/8/2015,Lekki,Italiano,3000,3,9:31:24 AM,After 9:00am,,
4293,12/3/2015,Ikoyi,BBQ Chicken,4000,5,9:31:25 AM,After 9:00am,,
4294,12/12/2015,Ibadan,Beef Suya,3000,2,9:31:27 AM,After 9:00am,,
4295,12/15/2015,Lekki,Veggie Supreme,3000,5,9:31:29 AM,After 9:00am,,
4296,12/4/2015,Gbagada,Chicken Legend,2000,1,9:31:30 AM,After 9:00am,,
4297,12/6/2015,Ikoyi,Chicken Bali,2000,1,9:31:30 AM,After 9:00am,,
4298,12/3/2015,Ikoyi,Veggie Supreme,3000,1,9:31:30 AM,After 9:00am,,
4299,12/5/2015,Surulere,BBQ Philly Steak,4000,2,9:31:31 AM,After 9:00am,,
4300,12/6/2015,Gbagada,Veggie Supreme,3000,2,9:31:31 AM,After 9:00am,,
4301,12/5/2015,Ibadan,Margarita,4000,4,9:31:34 AM,After 9:00am,,
4302,12/8/2015,Surulere,Hot Pepperoni Feast,4000,5,9:31:34 AM,After 9:00am,,
4303,12/6/2015,Gbagada,Extravaganza,2000,3,9:31:35 AM,After 9:00am,,
4304,12/4/2015,Ikoyi,Meatzaa,2000,2,9:31:37 AM,After 9:00am,,
4305,12/12/2015,Ibadan,Hot Pepperoni Feast,4000,3,9:31:38 AM,After 9:00am,,
4306,12/9/2015,Ibadan,Hot Veggie,4000,2,9:31:38 AM,After 9:00am,,
4307,12/15/2015,Ikoyi,Hot Veggie,4000,1,9:31:42 AM,After 9:00am,,
4308,12/14/2015,Ikoyi,Italiano,3000,4,9:31:43 AM,After 9:00am,,
4309,12/4/2015,Ibadan,Pepperoni Suya,3000,2,9:31:50 AM,After 9:00am,,
4310,12/7/2015,Ibadan,Beef Suya,3000,2,9:31:50 AM,After 9:00am,,
4311,12/8/2015,Ikoyi,Extravaganza,2000,1,9:31:51 AM,After 9:00am,,
4312,12/10/2015,Ibadan,Chicken Feast,2000,3,9:31:51 AM,After 9:00am,,
4313,12/11/2015,Ibadan,Chicken Legend,2000,4,9:31:51 AM,After 9:00am,,
4314,12/8/2015,Ikoyi,Margarita,4000,5,9:31:52 AM,After 9:00am,,
4315,12/3/2015,Ibadan,Hot Pepperoni Feast,4000,4,9:31:53 AM,After 9:00am,,
4316,12/11/2015,Gbagada,Chicken Bali,2000,3,9:31:53 AM,After 9:00am,,
4317,12/13/2015,Ikoyi,Chicken Suya,4000,5,9:31:56 AM,After 9:00am,,
4318,12/4/2015,Ibadan,Extravaganza,2000,3,9:31:57 AM,After 9:00am,,
4319,12/5/2015,Ibadan,Chicken Legend,2000,5,9:31:57 AM,After 9:00am,,
4320,12/3/2015,Lekki,Chicken Feast,2000,1,9:31:59 AM,After 9:00am,,
4321,12/4/2015,Ibadan,Hot Veggie,4000,2,9:32:00 AM,After 9:00am,,
4322,12/4/2015,Gbagada,Beef Suya,3000,3,9:32:01 AM,After 9:00am,,
4323,12/3/2015,Ikoyi,Hot Pepperoni Feast,4000,4,9:32:04 AM,After 9:00am,,
4324,12/9/2015,Lekki,Italiano,3000,5,9:32:05 AM,After 9:00am,,
4325,12/8/2015,Lekki,BBQ Philly Steak,4000,3,9:32:06 AM,After 9:00am,,
4326,12/14/2015,Ibadan,Chicken Suya,4000,2,9:32:07 AM,After 9:00am,,
4327,12/11/2015,Gbagada,Extravaganza,2000,3,9:32:11 AM,After 9:00am,,
4328,12/8/2015,Ibadan,BBQ Philly Steak,4000,4,9:32:12 AM,After 9:00am,,
4329,12/5/2015,Surulere,Hot Pepperoni Feast,4000,1,9:32:12 AM,After 9:00am,,
4330,12/4/2015,Gbagada,Pepperoni Feast,4000,1,9:32:12 AM,After 9:00am,,
4331,12/13/2015,Gbagada,Chicken Feast,2000,3,9:32:13 AM,After 9:00am,,
4332,12/14/2015,Surulere,Chicken Suya,4000,2,9:32:13 AM,After 9:00am,,
4333,12/10/2015,Lekki,Chicken Legend,2000,3,9:32:16 AM,After 9:00am,,
4334,12/8/2015,Ibadan,Margarita,4000,2,9:32:16 AM,After 9:00am,,
4335,12/15/2015,Ibadan,Pepperoni Feast,4000,2,9:32:17 AM,After 9:00am,,
